Kategori,Pesan
ham,"FW: Energy Leader Consulting Generation Evaluator (EGE) Vince: Ini adalah pria yang ingin bertemu dengan Anda pada tanggal 29? - - - - - Pesan Asli - - - - - Dari: ""Steve Mitnick"" @ Enron [MailTo: iMceanotes - + 22 Steve + 20 Mitnick + 22 + 20 + 3 CSMITNICK + 40 EarthLink + 2 Enet + 3 E + 40 Enron @ Enron. com] Dikirim: Senin, 21 Mei 2001 9: 13 pagi ke: Crenshaw, Shirley CC: vkamins @ enron. Subjek Com: Evaluator Generasi Konsultasi Pemimpin Energi (EGE) Shirley: Seperti yang diminta, di sini adalah informasi mengenai pertemuan dengan Vince Kaminski. Presentasi pada aplikasi Alat EGE dan Studi Kasus Energi Allegheny tepat waktu untuk memakan waktu satu jam. Jika pertemuan ini paling mudah dijadwalkan untuk hari Selasa, 29 Mei, mungkinkah saya memintanya ditetapkan untuk sore hari (karena janji temu saya yang lain adalah hari berikutnya). Dan, seperti yang akan diingat Vince, saya adalah co - pemimpin bisnis konsultasi energi PHB Hagler Bailly, dan pengembang ramp up, waktu nyata, 75 alat pemeriksaan dan strategi listrik. Saat ini, saya adalah CEO Energy Leader Consulting (ELC). latar belakang u. S . Industri pembangkit listrik menjadi semakin efisien dalam beberapa tahun terakhir. Peserta baru yang berkembang pesat mencari maksimalisasi laba secara agresif. Utilities, yang masih mengendalikan sebagian besar pembangkit listrik, berusaha untuk mengadopsi metode pendatang. Namun, ketidakefisienan di antara banyak utilitas tetap tersebar luas. Ketidakefisienan utilitas muncul dari kepatuhan hingga beberapa dekade - kebiasaan lama dan dalam komitmen unit dan pengiriman serta penjadwalan pemeliharaan yang direncanakan. Banyak utilitas, terlepas dari industri - tren luas menuju maksimalisasi laba, berpegang teguh pada rutinitas yang sudah mendarah daging. Ketidakefisienan juga dapat timbul dari diseconomies dalam skala kecil. Utilitas dapat mengoperasikan sistem yang relatif kecil (kurang dari selusin pabrik). Sistem kecil tidak memiliki diversifikasi dan perspektif portofolio dalam fokusnya pada pelanggan yang diatur, bermain pasar grosir dengan margin. Karena berbagai alasan, utilitas enggan mengurangi awal unit pembangkit mereka, apalagi menutup apa pun (bahkan sementara atau musiman). Unit yang tidak efisien secara ekonomi terus berkomitmen, minggu demi minggu, dan dijalankan dalam jangkauan setengah. Tujuan EGE EGE mengidentifikasi dan menilai unit -unit pembangkit dari suatu utilitas dengan rutinitas komitmen yang dipertanyakan. Mempertimbangkan faktor transmisi dan keandalan, prosedur menunjukkan peluang laba yang mungkin dieksploitasi oleh peserta industri lain. Saya . Peserta industri dapat menggunakan EGE sebagai dasar untuk transaksi daya grosir menengah atau panjang dengan utilitas; atau untuk harga grosir daya lebih agresif, untuk mengambil pangsa pasar dari utilitas (mis., Mendorong perubahan dalam kebiasaan komitmen unit). ii. Peserta industri dapat menggunakan EGE untuk melihat dan mengukur efisiensi yang akan berasal dari merger atau akuisisi. aku aku aku . Pengembang pembangkit listrik dapat menggunakan EGE untuk memperkirakan nilai tambahan yang akan dinikmati oleh pabrik baru ketika rutinitas komitmen unit utilitas target pasti dirasionalisasi. Konsep EGE spesifik EGE mengurangi dan menganalisis basis data pemantauan emisi kontinu yang luar biasa tetapi tidak terlalu fokus pada peluang laba. Ini menghasilkan statistik indikatif seperti: a. distribusi frekuensi mulai per minggu; B . distribusi frekuensi Starts by Day / 15 - Segmen menit selama seminggu; C . distribusi frekuensi tingkat beban; D . distribusi frekuensi jam operasi per start; e. rata -rata laju panas dan perkiraan sepenuhnya - biaya yang dialokasikan dalam kisaran setengah -beban; F . Tingkat ramp rata -rata dari kisaran setengah - beban; G . distribusi frekuensi kapasitas terhubung yang tidak digunakan selama jam permintaan tertinggi; dan H . Tingkat pemadaman pemeliharaan paksa - off (di mana ditunjukkan). Statistik indikatif umumnya dikumpulkan berdasarkan bulan / tahun; Dalam beberapa kasus, dengan kisaran suhu. (Mereka dapat dengan harga grosir regional juga.) EGE menetapkan jika utilitas target telah mengubah rutinitas komitmen unit secara signifikan dalam beberapa tahun terakhir. EGE didasarkan pada data operasi per jam aktual yang unik tepat waktu. EGE sekarang diperbarui untuk kuartal ke -4 2000 (hingga 31 Desember 2000). EGE LST Quarter 2000 (hingga 31 Maret 2001) akan tersedia sekitar 15 Juni 2001. EGE juga membandingkan dan menempati peringkat komitmen unit dan pengiriman dengan unit serupa yang dioperasikan oleh utilitas target (serta generator regional lainnya). Beberapa utilitas mengoperasikan sekelompok unit marjinal secara ekonomi pada tingkat setengah beban untuk periode waktu yang lama (tanpa dasar keandalan yang jelas), membagi permintaan ekonomi yang terbatas akan kekuasaan di antara unit -unit tersebut. Data pendukung EGE lainnya: i. jadwal pemeliharaan yang direncanakan (di mana ditunjukkan); J . kapasitas pembangkit maksimum aktual; k. Kapasitas pembangkit minimum aktual (maksimum dan minimum aktual dapat berbeda secara signifikan dari nilai -nilai yang dilaporkan pemerintah); l. Tingkat panas rata -rata dalam kisaran beban penuh; dan m. Tingkat panas rata -rata dalam kisaran beban tiga - seperempat. Sehubungan dengan laju panas rata -rata unit pembangkit di setengah beban, tiga - seperempat - beban dan rentang beban penuh, dapat menjadi instruktif untuk memberi peringkat ini relatif terhadap unit -unit pembangkit yang serupa di suatu wilayah. Ini juga dapat menarik untuk mengidentifikasi variasi musiman yang signifikan dalam laju panas rata -rata dan kapasitas maksimum, dan perubahan dalam beberapa tahun terakhir dalam parameter ini. Contoh dunia Allegheny Allegheny Energheny yang sebenarnya dapat berfungsi sebagai studi kasus untuk menggambarkan penerapan EGE. Pada kuartal ke -4 2000, misalnya, satu unit penghasil biaya tinggi dimulai hampir setiap pagi hari kerja (52 kali) dan berkomitmen sepanjang hari (dalam semua kecuali dua kasus). Bisa dibilang, ada produk listrik yang dapat menggantikan rutinitas ini (setidaknya sebagian) dengan untung kepada penjual produk dan energi Allegheny. Unit Penghasil Energi Allegheny tinggi lainnya dimulai hampir setiap akhir pekan selama musim gugur (sembilan kali) dan berkomitmen untuk sebagian besar minggu mendatang. Di pabrik lain, dua unit biaya tinggi dioperasikan terlalu sering dalam kisaran setengah muatan yang mahal (sekitar 550 jam) dan tiga - kisaran beban (400 hingga 600 jam lainnya); Mereka jarang dipanggil untuk berlari di level yang lebih tinggi. Sekali lagi, ada produk listrik yang membahas praktik -praktik ini dan mungkin menarik energi Allegheny. Penawaran Energy Leader Consulting (ELC) EGE adalah prosedur, bukan paket perangkat lunak atau basis data. ELC percaya format ini lebih efektif dalam mempersenjatai klien dengan informasi yang mereka butuhkan untuk bertindak berdasarkan peluang keuntungan. ELC mentransfer ""pengetahuan"" tentang prosedur EGE dan metode data pendukung dalam proses empat langkah lurus - maju: 1. Enron akan memilih satu hingga tiga utilitas target. 2. ELC akan melakukan prosedur EGE pada utilitas target. 3. Menggunakan analisis dunia nyata ini sebagai alat pedagogik, ELC, dalam seminar satu hari dengan personel Enron, akan menginstruksikan bagaimana melakukan prosedur di masa depan (tanpa bantuan ELC). 4. Secara opsional, ELC akan menyediakan data pendukung EGE, triwulanan, ke Enron. Kumpulan data pendukung EGE dasar adalah nasional termasuk semua unit pembangkit di bawah Program Pemantauan Emisi Berkelanjutan (hampir semua unit bahan bakar fosil). Parameter yang dimasukkan, dan format set data, akan ditentukan berdasarkan permintaan. Modifikasi khusus akan dipertimbangkan. Steven a. Chief Executive Officer Mitnick Pemimpin Energi Konsultasi 4807 41 St Street, NW Washington, DC 20016 (202) 997 - 0924 Voice (202) 537 - 0906 Faks Smitnick @ Energyleader. com"
ham,"Re: Pertanyaan pengiriman publikasi Martin, saya tidak melihat masalah apa pun. Posisi artikel SupportSenron. Tolong pergilah . vince - - - - - - - - - - - - - - - - - - - - - - - - Ditahan oleh Vince J Kaminski / Hou / ECT pada 04/09 / 2001 02: 02 PM - - - - - - - - - - - - - - - - - - - - - - - - - - - ' @ ECT Subjek: Re: Pertanyaan pengiriman publikasi Martin, izinkan saya membacanya pada hari Jumat. Kami menjalankan makalah kami oleh departemen PR kami untuk meninjau potensi konflik dengan jalur perusahaan. Saya akan memberikannya kepada mereka. Saya pikir Anda harus mengirimkannya sebagai karyawan Enron dengan catatan bahwa itu dikembangkan ketika Anda berada di UT. Vince dari: Martin Lin pada 04/02/2001 11: 59 AM ke: Vince J Kaminski / Hou / ect @ ect CC: Subjek: Pertanyaan Publikasi Profesor Pengawas saya dari UT dan saya sedang menyelesaikan makalah (akhirnya!) Yaitu adalah Berdasarkan pekerjaan yang dilakukan untuk PhD saya. Semua penelitian dilakukan ketika saya masih mahasiswa pascasarjana. Saya memiliki beberapa pertanyaan tentang penyerahan makalah ini (ke transaksi IEEE pada sistem daya). 1. Haruskah saya mengirimkannya dengan afiliasi saya sebagai Universitas Texas di Austin atau sebagai Enron (Ena, Corp, dll)? 2. Ulasan / izin legal atau lain apa yang akan saya butuhkan? Draf makalah untuk ulasan Anda terlampir. Terima kasih, Martin"
ham,"Vince Kaminski Laporan Biaya Hi Liz: Vince memiliki dua laporan pengeluaran yang tertunda untuk disetujui dari Greg Whalley. Mereka adalah: London Trip - 8, 051. 59 Philadelphia (Wharton Business School) - 2, 067. 47 Harap minta Greg menyetujui ini sesegera mungkin. The Wharton School akan bersilangan - dibebankan ke pusat biaya Christie Patrick. Tetapi untuk kebijaksanaan dalam mendapatkan bayaran ini diajukan di pusat biaya kami. terima kasih ! Shirley"
ham,"Saya sudah melakukannya. . . . Vince, terima kasih untuk ini. Pengirim asli resume ini, Brian, bekerja untuk saya! Katakanlah, apakah Anda memiliki petunjuk panas di tangan yang baik - pada insinyur listrik yang tertarik untuk merancang sensor? Cheers, Scott - - - - - - - - - - - - - - - - - - - - - - - - diteruskan oleh Scott Tholan / Corp / Enron pada 01/30 / 2001 06: 14 PM - - - - - - - - - - - - - - - - - - - - - - - - - ' telah melakukannya. . . . Scott, tolong, lihat resume ini. Vince - - - - - - - - - - - - - - - - - - - - - - - - Ditahan oleh Vince J Kaminski / Hou / ECT pada 01 /30 /2001 05: 46 PM - - - - - - - - - - - - - - - - - - - - - - - - - - - ' : Saya sudah melakukannya. . . . Vince - ini dia. . . Ini telah diformat ulang - - - - - diteruskan oleh Paula Corey / Enron Communications pada 01/30/01 01: 03 PM - - - - - Brian Mihura @ Enron 01 /30 /01 11: 52 AM ke: Paula Corey / Enron Communications @ Enron Communications CC: Subjek: Saya sudah melakukannya. . . . Inilah resume Matt sebagai Msword Doc."
ham,"Re: Posisi Magang Musim Panas Celeste, kita perlu memastikan bahwa pekerja magang dalam kelompok Vince dikoordinasikan dan dimasukkan dengan sisa rekan musim panas. Mereka harus ditawari tanggal awal yang sama, saya percaya mereka 22 Mei 2000 5 Juni 2000. Saya tidak yakin tentang tanggal Juni. Maukah Anda memeriksa dan memberi tahu Vince. Mereka juga harus ditawari paket gaji awal yang sama dengan yang lain. Mereka akan dimasukkan dalam pelatihan (beberapa hari) dan acara lain yang kami host. terima kasih"
ham,"Uji Coba Situs Web WeathereFexts Mike, menindaklanjuti panggilan telepon saya, kami siap melakukan hal berikut: 1. Tetapkan login dan kata sandi ke Enron untuk evaluasi uji coba www. efek cuaca . Layanan Web Com Power Trader. 2. memulai panggilan konferensi bilateral harian di pagi hari untuk ditentukan. Untuk memastikan bahwa pedagang dan analis Anda siap untuk panggilan seperti itu, kami akan menunggu tanggapan Anda terhadap email ini sebelum memulai layanan. 3. Kami juga akan PDF file analisis energi tertentu kepada Anda (misalnya, file pasar gas harian) sehingga Anda dapat melihat evolusi pemikiran sehari -hari kami di pasar. Pengingat bahwa layanan listrik saat ini berurusan dengan Nepool dan PJM dan akan memulai cakupan NYPP pada bulan September. Saya menantikan balasan anda . Direktur Ed Krapels, ESAI Gas and Power Services"
ham,"Sumber Daya Tambahan Ben dan saya telah membahas kemungkinan mendapatkan dukungan yang lebih berdedikasi dari Houston pada proyek kami. Kami bertanya -tanya apa kemungkinan itu memiliki amitava atau vasant yang datang selama 8 - 12 minggu untuk membantu mendapatkan hal -hal yang dimulai pada penilaian kredit dan pemodelan di depan serta memberikan beberapa panduan tentang bagian CLO dari bisnis dan berpotensi mempekerjakan AN Sumber Daya Penuh Waktu Tambahan. Jika ada kemungkinan, itu akan sangat berharga mengingat waktu tunggu yang lama untuk mendapatkan seseorang dari kota dan diintegrasikan selain biaya yang signifikan. Beri tahu saya pikiran Anda BS"
ham,"Rice / Enron Finance Seminar Series Salinan makalah Paul Schultz, ""Who Make the Market,"" sekarang tersedia. Makalah yang dapat diperoleh (pada hari Senin pasti) dari Felicia Jones (Ekonomi), Latha Ramchand (University of Houston), dan Vince Kaminski (Enron) atau Barbara Ostdiek (orang lain). Seminar Paul adalah Jumat, 30 Maret, pukul 3: 30 di kamar 201 (perhatikan ganti kamar). Abstrak makalah ini disalin di bawah ini: Abstrak ""Saya memberikan bukti bahwa dealer NASDAQ membuat pasar di saham di mana mereka menerima aliran pesanan. Beberapa variabel yang digunakan untuk proxy untuk saham yang akan diperdagangkan oleh pelanggan pialang PROMEN MASYARA PERVIAD Volume, lokasi, partisipasi penjaminan dan cakupan analis, merupakan penentu signifikan dari kegiatan penandaan pasar. Keuntungan informasi juga dapat menjadi faktor dalam keputusan pembuatan pasar sebagaimana dibuktikan oleh dealer yang berspesialisasi dalam saham dalam industri tertentu. Beberapa masalah potensial yang muncul ketika para peneliti mengabaikan tersebut Integrasi pembuatan pasar dengan pialang, analisis sekuritas dan bisnis penjaminan dibahas. """
ham,"Re: Exotica. xla hi anjam, terima kasih atas infonya. Saya takut satu hal yang saya tidak tahu adalah cara membangun S: \ riset \ exotica \ excel \ exotica. XLA dari kode yang Anda kirimkan kepada saya. Bisakah Anda mengirimkan instruksi kepada saya? Juga karena Anda sangat sibuk dan jauh dari meja Anda, dapatkah Anda mengatur kalender Notes Lotus Anda, maka Mary Ward dan Joe Kelsey izin dapat melihat kalender Anda sehingga saya dapat menghubungi Anda jika ada yang muncul. Mereka berdua bisa melihat kalender saya. Terima kasih, Sharad Enron Eropa dari: Anjam Ahmad 17/10/2000 11: 37 ke: Sharad Agnihotri / Lon / ECT @ ECT CC: Vince J Kaminski / Hou / ect @ ect, Stinson Gibner / Hou / ECT @ ect, Zimin Lu / hou / ect @ ect, dale surbey / lon / ect @ ect subjek: eksotika. XLA sebagai jawaban atas pertanyaan Anda. Anjam - - - - - - - - - - - - - - - - - - - - - - - - Ditahan oleh Anjam Ahmad / Lon / ECT pada 17/10 / 2000 09: 20 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - ' @ ect, Stinson Gibner / hou / ect @ ect, dale surbey / lon / ect @ ect, tani nath / lon / ect @ ect, steven leppard / lon / ect @ ect subjek: eksotika. XLA HI ANJAM, saya punya beberapa pertanyaan / permintaan tentang Libarary Eksotik: 1) Bisakah Anda mengirimi saya instruksi untuk membangun / menyusun S: \ Research \ Exotica \ Excel \ Exotica. XLA juga jika ada kode sumber lagi yang saya butuhkan, bisakah Anda - kirimkan saya itu. Anda memiliki semua kode (C & VBA) yang membentuk perpustakaan sekarang - silakan lihat previou e - mail 2) juga dapatkah Anda - mengirimkan saya dokumen tentang perubahan yang telah Anda buat untuk s: \ riset \ exotica \ excel \ exotica . Perubahan XLA didokumentasikan melalui aterasi untuk komentar pada file kode sumber individual seperti metode saat ini di Houston dan seperti yang diadopsi oleh saya di London - kontrol versi terjadi pada tingkat file individual daripada melalui soiurce safe 3) eksotika. XLA Digunakan di London dan Exotica. XLL yang digunakan di Houston sangat berbeda. Pengujian regresi apa yang telah dilakukan? Bagaimana kita tahu jika dua versi yang telah kita gunakan menghasilkan hasil yang sama. Saya belum membandingkan XLL dari Houston dengan XLA kami - ini akan menjadi latihan yang berguna untuk Anda 4) dilihat dari dokumentasi ada beberapa fungsi lagi yang tersedia di houston eksotika seperti spread Asia, kuanto, digital dll. Apakah ada alasan mengapa mereka belum diterapkan dalam eksotika London. XLA? Pemeliharaan dan peningkatan ke London Exotica untuk memastikan kompatibilitas dengan Houston dan sebaliknya adalah proses yang sedang berlangsung - mau tidak mau akan ada beberapa jeda antara model baru yang diterapkan di Houston dan di London, seperti halnya dengan spread dan digital Asia. Quantos sudah tersedia - lihat kode VBA. Terima kasih sebelumnya, Sharad"
ham,"Orang -orang terminal Floating LNG, sebagai berikut - hingga penyelidikan Scott Neal pagi ini tentang peluang LNG portabel / mengambang untuk California, saya telah belajar bahwa saat ini tidak ada kemampuan seperti itu. Menurut Todd Peterson dari Enron Global LNG, eksploitasi peluang ini telah menjadi topik beberapa artikel industri tetapi tidak ada seorang pun, sejauh yang kita tahu, telah membangun kapal semacam itu. Saya memang menemukan desain yang diusulkan untuk terminal mengambang LNG oleh perusahaan Italia, Tecnomare. Saya menghubungi mereka dan mereka mengindikasikan bahwa mereka belum membangun kapal seperti itu. Diperkirakan bahwa konstruksi kapal seperti itu akan memakan waktu 2 - 3 tahun, dan seperti yang mungkin dibayangkan, mencapai kinerja operasional dan lingkungan yang diperlukan di kapal seperti itu akan sangat substansial. Terlampir adalah tautan ke deskripsi yang relatif singkat tentang kapal yang diusulkan, beri tahu saya jika diperlukan penelitian lebih lanjut. Charlie Weldon"
ham,"Kalender Akademik Musim Semi 2001 untuk Fakultas dan Siswa Jones Graduate School 2001, Kalender Akademik Musim Semi 2001 untuk Sekolah Pascasarjana Jones telah ditempatkan di Embanet. Untuk mengakses kalender akademik, buka ikon Area JGSM di Desktop Embanet. Berikutnya, buka ikon pengumuman JGSM. Anda akan menemukan Kalender Akademik Musim Semi 2001 yang terletak di bawah kolom subjek. Harap buka dokumennya. Jika Anda tidak memiliki akses ke Embanet, Anda harus berbicara dengan David Kilgore di Kilgore @ Rice. edu atau dengan menelepon David di 713 - 348 - 5378. Terima kasih, Kathy Kathy m. Koordinator program MBA spradling Jesse h. Jones Graduate School of Management Rice University 6100 Main Street, MS 531 Houston, Texas 77005 - 1892 Telepon: (713) 348 - 3313 Faks: (713) 348 - 5251 Email: Spradlin @ Rice. edu http: / / www. beras . Edu / JGS E - Mail: Spradlin @ Rice. edu http: / / www. ruf. beras . edu / ~ jgs /"
ham,"Halo Vince, saya senang berbicara dengan Anda pagi ini. Per percakapan kami, inilah resume Norberto Valdes. Saya akan menghubungi Anda dalam waktu sekitar satu jam untuk memastikan Anda menerimanya. Terima kasih dan beri tahu saya kapan Anda ingin bertemu dengannya. Hormat kami, Lisa Ford 281) 913 - 2076 (lihat file terlampir: resumen 4. Doc) - Resumen 4. dokter"
ham,"Re: Kertas risiko 1997 tentang penetapan harga turunan listrik Bernard, saya meneruskan pesan Anda ke asisten saya dan dia akan mengirimkan cetak ulang kepada Anda. Saya akan senang melihat disertasi Anda. Apakah tersedia sebagai publikasi, kertas kerja? Vince ""Murphy, Bernard"" pada 03/01 / 2001 02: 17: 39 pagi untuk: ""'Vince. J. adalah Bernard Murphy - Saya menerima alamat E - surat Anda dari Les Clewlow, yang merupakan pengawas PhD saya di Pusat Penelitian Opsi Financia di Warwick Business School. Saya baru saja menyelesaikan PhD saya tentang difusi lompatan harga listrik: studi teoretis dan empiris di pasar yang tidak lengkap - karenanya minat saya pada pemodelan harga listrik dan harga turunan. Saya ingin mendapatkan salinan makalah Anda tahun 1997, yang baru -baru ini menjadi perhatian saya: ""Tantangan penetapan harga & risiko - Mengelola Derivatif Listrik"", Pasar Tenaga AS, Publikasi Risiko, PP. 149 - 171. Dan Les menyarankan agar saya menghubungi Anda secara langsung (LES bepergian saat ini dan tidak memiliki salinan elektronik yang tersedia) untuk meminta salinan E -. Kebetulan, saya adalah dosen matematika keuangan / keuangan di University of Limerick (Irlandia) dan telah mengambil tahun untuk bekerja untuk Caminus UK, di mana saya berupaya memperkenalkan dan mengembangkan pendekatan berbasis pasar (spark - spread) ke aset nyata Penilaian di Industri Tenaga Inggris. Terima kasih di Advancve Bernard Murphy"
ham,"Resume saya Molly, kami ingin membawa siswa ini sebagai magang musim panas (yang terakhir, kami kehabisan ruang). Saya akan mengirimkan pesan lain tentang tanggal yang diusulkan. terima kasih . Saya harap Anda memiliki Paskah yang sangat bahagia. vince - - - - - - - - - - - - - - - - - - - - - - - - Dikeret oleh Vince J Kaminski / Hou / ECT pada 04/13 / 2001 10: 03 pagi - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Zhendong Xia pada 04/12 / 2001 03: 58: 25 PM ke: Vince. J . Kaminski @ Enron. Com CC: Subjek: Resume saya Hai, dr. Kaminski: Senang mendapatkan balasan Anda. Ini resueme saya. Jika Anda ingin tahu lebih banyak tentang saya, jangan ragu untuk menghubungi saya. terima kasih . Zhendong Xia Georgia Institute of Technology School of Industrial and Systems Engineering Email: Dengie @ Isye. Gatech. Edu Dengie @ Sina. com tel: (h) 404 - 8975103 (o) 404 - 8944318 - cv. dokter"
ham,"Konvensi GARP 2001 Dear Mr Kaminski? Silakan temukan informasi penting yang terlampir mengenai Konvensi GARP 2001, yang akan diadakan di New York antara 13 dan 14 Februari 2001. ? Harap tanggapi pada tanggal 6 September sehingga semua detail Anda dimasukkan ke dalam brosur dan situs web kami. Jika Anda memiliki pertanyaan, jangan ragu untuk menghubungi saya. ? Saya berharap dapat bekerja sama dengan Anda dan melihat Anda di New York pada bulan Februari. ? Salam  ? Andreas _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ andreas Simou Garp 2001 - Produser konferensi Telp Tel? + 44 (0) 20 7626 9301 Faks + 44 (0) 20 7626 9900 - Kaminski. dokter"
ham,RODRIGO LAMAS - Harapan terbaik saya ingin mengambil kesempatan untuk memberi tahu Anda bahwa saya telah mengundurkan diri hari ini. Saya berharap yang terbaik untuk Anda di Carreer dan dalam hidup Anda. Salam Rodrigo Lamas
ham,"Rencana Rencana Bisnis MarketPoint Vince: Terima kasih banyak atas minat Anda pada produk MarketPoint kami, dan terima kasih untuk jam yang Anda berikan kepada saya pagi ini. Seperti yang dijanjikan, saya melampirkan ringkasan eksekutif kami dan bab pertama dari rencana bisnis kami agar Anda dapat meneruskan manajemen Anda sebagai calon kolaborasi investasi Enron - MarketPoint. Saya ingin mengulangi bahwa ENRON memilih untuk menjadi investor utama di sini, Anda akan eksklusif di industri Anda jika Anda mau. Jika Enron ingin menjadi pemimpin dan memastikan seluruh putaran sumber daya kedua yang kami butuhkan, kami tidak akan menawarkan dan kesempatan investasi kepada perusahaan perdagangan, jaringan pipa, atau listrik lainnya hingga putaran ketiga atau selanjutnya dan hanya dengan partisipasi Anda sebagai dewan MarketPoint anggota. Saya sadar Anda telah melakukan coinvested dengan SAP di masa lalu dan bahwa Anda mungkin ingin bergabung dengan mereka lagi. Saya kira Anda tidak akan memiliki masalah dengan non -pesaing seperti EPRI, mitra penyedia layanan konsultasi manajemen kami, atau mitra VC kami (tetapi saya ingin panduan dari Anda di arena ini). Saya pikir Anda akan menemukan pasangan VC kami sangat cocok dan sangat menarik. Mereka telah melakukan beberapa energi dan perdagangan yang menarik, dan mereka akan memberikan keterampilan manajemen yang baik, saya percaya. Saya harap kita bisa bergerak maju bersama. Saya menantikan respons positif. Terima kasih sekali lagi dan salam. Dale Nesbitt PS: Anda mungkin mendengar dari Drew Ries dari Grup Investasi Anda. Saya berbicara dengannya setelah berbicara dengan Anda tentang banyak masalah yang sama. - Longexecsum. dokter"
ham,"Drogi Vincenty. Skoro ty Byles na tyle mily ze zadzoniles osmielam sie i ja zaimejlowac do ciebie. W dniach 29. 04 lakukan 7. 05 Bede W USA. Cel Turystyczny do Moich Znajomych Z Roku. W Programe Mam Wiele. Glowna Baza Idahi Springs. LECE Z MIJA CORKA I KOLEGAMI Z ROKU. Nie Znam Twojego Miejsca Zamieszkania, Ale Moze. Tefon Moich Znajomych Chyba 303 567 0190, Adres E - Mailowy Pzdrawiam Zofia Grodek. Oni Maja Na Nazwisko Golebiowscy. Dapatkan email gratis dan alamat permanen di http: / / www. netaddress. com /? n = 1"
ham,"Christie dan Vince: Atas nama Enron Team 1, kami ingin mengucapkan terima kasih karena telah menjadi tuan rumah yang ramah. Perjalanan itu jauh melebihi harapan kami dan kami menghargai kenyataan bahwa begitu banyak orang meluangkan waktu dari jadwal sibuk mereka untuk bertemu dengan kami. Terima kasih khusus untuk Anda berdua untuk menghabiskan sepanjang hari Jumat bersama kami. Kami menantikan konferensi telepon kami pada hari Kamis dan bekerja dengan Anda di masa depan. Tim 1: Kim Whitsel Nick Levitt Vincent Chen Jack Rejtman Deepa Mallik Tulika Bhalla"
ham,"Penelitian ulang - org tolong beri tahu saya tentang koreksi apa pun. - - Tim Stinson yang melapor ke Krishna, Tanya, Mike, dan Maureen tidak memiliki perubahan. ENA / EGM / EIM Dukungan untuk terutama diatur berdasarkan jenis dukungan daripada berdasarkan lini bisnis di bawah Stinson dan Vasant: Stinson (EBS) Martin Lin ( *), Shalesh Ganjoo, Chonawee Supatgiat, Iris Mack (Pricing Opsi) Zimin Lu, Alex Huang, Tom Halliburton, Bob Lee, Paulo Issler, Ken Parkhill, Tom Barkley, Hector Campos Vasant (Power) Martin Lin ( *), Lance Cunningham, Sevil Yaman (Risiko dan Analisis Pasar) Amitava Dhar, Joe Hrgovcic, Nelson Nealle, Kate, Lucas ( *) Martin memiliki opsi untuk mempertahankan ikatan dengan EBS atau secara bertahap pindah ke dasar -dasar daya."
ham,"EOL Data Mining Vince, berikut adalah empat grafik yang saya hasilkan kemarin sore yang mungkin menarik: yang pertama menunjukkan berapa persentase dari perdagangan kami yang dilakukan dengan rekanan yang berbeda - (perhatikan bagian besar yang dimainkan Aquila!) Tiga grafik lainnya Lihatlah bagaimana volume perdagangan bervariasi selama seminggu antara jam 8:00 pagi dan 4:00 siang untuk berbagai kategori produk. Gas alam dan listrik memiliki grafik sendiri, karena mereka memiliki volume yang diperdagangkan terbesar. ""Produk"" adalah untuk kategori yang tersisa. Masih ada beberapa hal yang ingin saya lihat. Perangkat lunak basis data sekarang tersedia, dan dapat dihubungi di URL berikut: Apakah Anda memiliki pertanyaan spesifik yang Anda ingin saya coba jawab tentang EOL? Saya juga mulai melakukan riset pada platform perdagangan otomatis. Apakah ada situs web dan / atau makalah yang akan Anda rekomendasikan saya baca? Terima kasih, Tom"
ham,"Faktur untuk kursus Derivatif Energi Shirley, tolong, bayar. vince - - - - - - - - - - - - - - - - - - - - - - - - Dikeret oleh Vince J Kaminski / Hou / ECT pada 03/29/290 12: 33 PM - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - lacima @ compuserve. com> pada 03/28/2000 02: 49: 43 pm ke: Shirley CC: Vince Subjek: Faktur untuk kursus Derivatif Energi Shirley, silakan temukan Faktur untuk kursus Derivatif Energi. Jika saya harus meneruskan ini ke seseorang di akun, beri tahu saya siapa yang harus saya hubungi dan saya akan mengurusnya. Terima kasih, Julie Lacima Consultants - Enron 28 _ 03 _ 00. dokter"
